age,balance,campaign,pdays,previous,log_duration,month_sin,month_cos,poutcome_num,default_bin,housing_bin,loan_bin,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,contact_cellular,contact_telephone,contact_unknown,y
39,9374,1,-1,0,5.6131281063880705,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0
43,264,2,-1,0,4.736198448394496,0.8660254037844387,-0.4999999999999998,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
36,1109,2,-1,0,5.796057750765372,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0
20,502,1,-1,0,5.568344503761097,0.8660254037844387,-0.4999999999999998,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1
31,360,1,241,1,4.499809670330265,0.49999999999999994,0.8660254037844387,-1,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
40,194,2,-1,0,5.247024072160486,-0.8660254037844384,-0.5000000000000004,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
56,4073,5,-1,0,5.480638923341991,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0
37,2317,1,152,2,4.74493212836325,0.8660254037844387,-0.4999999999999998,-1,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
25,-221,1,-1,0,5.5254529391317835,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0
31,132,1,152,1,5.003946305945459,-0.4999999999999997,-0.8660254037844388,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
38,0,2,-1,0,4.574710978503383,-0.5000000000000004,0.8660254037844384,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0
42,16,3,-1,0,4.948759890378168,-0.5000000000000004,0.8660254037844384,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0
44,106,2,-1,0,4.700480365792417,1.2246467991473532e-16,-1.0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0
44,93,2,-1,0,4.836281906951478,-0.4999999999999997,-0.8660254037844388,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
26,543,3,-1,0,5.135798437050262,0.49999999999999994,0.8660254037844387,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
41,5883,2,-1,0,5.209486152841421,-0.5000000000000004,0.8660254037844384,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
55,627,1,-1,0,5.5134287461649825,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0
67,696,1,105,2,4.787491742782046,-0.8660254037844384,-0.5000000000000004,-1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0
56,784,2,-1,0,5.0106352940962555,-0.4999999999999997,-0.8660254037844388,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
53,105,2,-1,0,4.31748811353631,-0.8660254037844384,-0.5000000000000004,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
68,4189,2,-1,0,6.8001700683022,-0.4999999999999997,-0.8660254037844388,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
31,171,3,-1,0,4.406719247264253,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0
59,42,1,-1,0,3.713572066704308,-0.5000000000000004,0.8660254037844384,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
32,2536,6,-1,0,6.8658910748834385,-0.8660254037844384,-0.5000000000000004,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,1
49,1235,3,-1,0,5.872117789475416,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,1
42,1811,1,-1,0,5.017279836814924,0.49999999999999994,-0.8660254037844387,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0
78,229,1,-1,0,4.584967478670572,-0.8660254037844386,0.5000000000000001,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1
32,2089,1,-1,0,4.890349128221754,-0.5000000000000004,0.8660254037844384,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,1
33,3935,1,342,2,6.641182169740591,0.49999999999999994,-0.8660254037844387,-1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,1
23,363,18,-1,0,2.833213344056216,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
38,11971,2,101,3,6.413458957167357,-0.5000000000000004,0.8660254037844384,-1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
36,553,2,-1,0,4.672828834461906,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
52,1117,1,-1,0,5.902633333401366,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
32,396,3,-1,0,5.327876168789581,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0
32,2204,4,-1,0,2.4849066497880004,-0.5000000000000004,0.8660254037844384,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,0
34,872,2,-1,0,4.663439094112067,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
55,145,3,5,2,4.0943445622221,0.8660254037844386,0.5000000000000001,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0
26,0,1,-1,0,6.054439346269371,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0
32,-849,1,-1,0,5.3230099791384085,0.8660254037844386,0.5000000000000001,0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,0
61,4629,1,92,1,5.204006687076795,0.49999999999999994,0.8660254037844387,1,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1
45,844,3,-1,0,6.926577033222725,1.2246467991473532e-16,-1.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1
37,228,2,-1,0,7.462214939768189,-0.8660254037844384,-0.5000000000000004,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0
38,50,2,-1,0,4.59511985013459,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0
34,1539,1,56,1,6.091309882077698,1.2246467991473532e-16,-1.0,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,1
53,2231,3,-1,0,5.60947179518496,-0.4999999999999997,-0.8660254037844388,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
48,3064,2,-1,0,5.075173815233827,-0.4999999999999997,-0.8660254037844388,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0
57,82,1,-1,0,4.948759890378168,0.8660254037844386,0.5000000000000001,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0
33,2155,1,-1,0,5.69035945432406,-0.5000000000000004,0.8660254037844384,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
36,101,1,-1,0,5.752572638825633,0.49999999999999994,-0.8660254037844387,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0
54,784,1,-1,0,6.363028103540465,0.49999999999999994,-0.8660254037844387,0,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0
41,-516,3,-1,0,6.318968113746434,-0.4999999999999997,-0.8660254037844388,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0
63,415,1,-1,0,5.780743515792329,-0.8660254037844386,0.5000000000000001,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
48,5887,2,-1,0,5.429345628954441,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
48,1355,2,-1,0,4.90527477843843,-0.4999999999999997,-0.8660254037844388,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
56,16873,1,-1,0,5.4116460518550396,-0.8660254037844386,0.5000000000000001,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
51,203,1,170,5,4.90527477843843,0.49999999999999994,-0.8660254037844387,-1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0
31,338,1,-1,0,5.049856007249537,0.49999999999999994,0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
29,444,4,-1,0,4.875197323201151,-0.4999999999999997,-0.8660254037844388,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0
41,0,3,-1,0,6.447305862541213,-0.4999999999999997,-0.8660254037844388,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
32,360,2,-1,0,5.10594547390058,-0.5000000000000004,0.8660254037844384,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,0
37,0,2,182,3,5.594711379601839,-0.4999999999999997,-0.8660254037844388,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,1
42,2,1,-1,0,5.942799375126701,0.49999999999999994,-0.8660254037844387,0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0
31,6248,2,-1,0,5.043425116919247,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
41,412,5,-1,0,5.043425116919247,1.2246467991473532e-16,-1.0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0
56,344,1,-1,0,5.402677381872279,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0
54,3222,2,-1,0,4.219507705176107,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0
41,174,2,297,1,5.908082938168931,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0
40,591,6,-1,0,4.477336814478207,-0.8660254037844384,-0.5000000000000004,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0
50,388,1,-1,0,6.553933404025811,0.8660254037844386,0.5000000000000001,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0
40,219,2,196,1,5.3230099791384085,-0.5000000000000004,0.8660254037844384,-1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0
27,451,1,-1,0,6.481577129276431,-0.4999999999999997,-0.8660254037844388,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1
60,5,2,-1,0,4.1588830833596715,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
28,177,1,-1,0,5.017279836814924,0.49999999999999994,-0.8660254037844387,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
52,657,2,460,2,5.988961416889864,-0.4999999999999997,-0.8660254037844388,-1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
37,1315,1,-1,0,5.41610040220442,1.2246467991473532e-16,-1.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,1
51,1466,2,-1,0,6.008813185442595,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0
41,879,4,-1,0,4.110873864173311,-0.4999999999999997,-0.8660254037844388,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0
35,293,2,-1,0,6.257667587882639,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0
38,424,1,-1,0,5.634789603169249,0.8660254037844387,-0.4999999999999998,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
34,1831,2,-1,0,5.318119993844216,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0
39,111,2,-1,0,5.308267697401205,-0.5000000000000004,0.8660254037844384,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
34,455,3,-1,0,5.921578419643816,1.2246467991473532e-16,-1.0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0
27,-195,1,-1,0,5.971261839790462,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,1
32,3616,2,-1,0,5.111987788356544,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
57,14093,5,-1,0,5.44673737166631,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
41,1567,2,-1,0,5.676753802268282,-0.4999999999999997,-0.8660254037844388,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,0
41,5426,2,-1,0,5.0106352940962555,0.49999999999999994,-0.8660254037844387,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0
30,261,1,137,20,5.455321115357702,-0.8660254037844386,0.5000000000000001,-1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
36,2843,1,182,1,6.161207321695077,0.8660254037844386,0.5000000000000001,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0
31,406,1,-1,0,6.602587892189336,0.8660254037844386,0.5000000000000001,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,1
36,0,1,-1,0,5.823045895483019,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0
38,493,1,367,7,6.317164686747284,0.49999999999999994,-0.8660254037844387,-1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
49,5996,2,-1,0,5.846438775057724,-0.5000000000000004,0.8660254037844384,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0
57,3777,2,-1,0,4.189654742026425,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,0
34,524,1,-1,0,2.302585092994046,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0
32,574,2,145,3,5.560681631015528,0.8660254037844387,-0.4999999999999998,-1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
37,427,3,-1,0,5.918893854273146,1.2246467991473532e-16,-1.0,0,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0
33,483,2,-1,0,5.638354669333745,0.8660254037844386,0.5000000000000001,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
56,3391,1,-1,0,5.497168225293202,0.8660254037844387,-0.4999999999999998,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,1
27,0,3,-1,0,6.077642243349034,-0.4999999999999997,-0.8660254037844388,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
21,2488,6,169,3,5.556828061699537,1.2246467991473532e-16,-1.0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1
58,1517,5,-1,0,2.0794415416798357,-0.4999999999999997,-0.8660254037844388,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
32,217,5,-1,0,5.762051382780177,-0.4999999999999997,-0.8660254037844388,0,0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
33,22,2,207,1,4.343805421853684,0.49999999999999994,0.8660254037844387,-1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
25,331,4,-1,0,5.14166355650266,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
25,505,2,-1,0,5.958424693029782,-0.5000000000000004,0.8660254037844384,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,1
30,1808,2,-1,0,4.430816798843313,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
22,4111,1,-1,0,4.189654742026425,-0.8660254037844384,-0.5000000000000004,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
39,52,1,-1,0,4.248495242049359,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
46,25,2,-1,0,6.336825731146441,1.2246467991473532e-16,-1.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0
31,1890,1,-1,0,6.3784261836515865,-0.4999999999999997,-0.8660254037844388,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0
45,419,4,-1,0,4.736198448394496,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
32,2693,1,-1,0,2.833213344056216,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0
36,-231,2,-1,0,6.659293919683638,-0.4999999999999997,-0.8660254037844388,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
51,-55,2,266,6,5.641907070938114,0.49999999999999994,-0.8660254037844387,-1,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
34,462,3,-1,0,7.537962659768208,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,1
24,119,1,-1,0,3.9512437185814275,-1.0,-1.8369701987210297e-16,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,0
45,586,3,-1,0,3.4965075614664802,-0.4999999999999997,-0.8660254037844388,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0
32,228,1,288,3,5.176149732573829,0.8660254037844386,0.5000000000000001,-1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
77,4659,1,-1,0,5.087596335232384,0.8660254037844387,-0.4999999999999998,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1
41,168,3,-1,0,5.236441962829949,-0.5000000000000004,0.8660254037844384,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
37,0,1,-1,0,3.2188758248682006,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0
43,-715,3,-1,0,4.219507705176107,0.49999999999999994,-0.8660254037844387,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0
48,0,1,168,2,4.454347296253507,0.49999999999999994,-0.8660254037844387,-1,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0
27,769,2,-1,0,5.762051382780177,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0
33,0,10,-1,0,5.4680601411351315,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
29,428,1,345,2,4.007333185232471,0.49999999999999994,-0.8660254037844387,-1,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
34,0,1,-1,0,4.276666119016055,0.8660254037844386,0.5000000000000001,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
52,-970,1,-1,0,6.194405391104672,0.8660254037844386,0.5000000000000001,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,1
60,6313,2,-1,0,3.6888794541139363,1.2246467991473532e-16,-1.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0
32,948,2,-1,0,5.3230099791384085,-0.8660254037844384,-0.5000000000000004,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0
32,0,2,-1,0,6.1224928095143865,-0.4999999999999997,-0.8660254037844388,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
56,1877,1,-1,0,4.465908118654584,0.49999999999999994,-0.8660254037844387,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0
31,874,2,-1,0,5.25227342804663,-0.5000000000000004,0.8660254037844384,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
42,323,2,-1,0,5.638354669333745,0.49999999999999994,-0.8660254037844387,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0
35,106,2,-1,0,6.3784261836515865,-0.8660254037844384,-0.5000000000000004,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
56,1906,9,-1,0,3.828641396489095,1.2246467991473532e-16,-1.0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0
